
Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,25.7,25.8,..,..,..,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,"Yemen, Rep.",YEM,..,..,..,..,..,34.8,..,..,..,..,..,..,..,..,48.6,..
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.4
Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,Zimbabwe,ZWE,..,32.2,..,..,..,..,..,..,..,..,..,22.5,..,..,..,..
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,12597269868.6675,14756847399.6675,15966742073.8305,19682362447.3502,21470122856.3706,21234423666.2249,20638641198.2215
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Albania,ALB,3406993378.94,3906029740.8343,4175916869.92456,5006223194.95392,6361564926.53701,7887616699.07621,9130490617.23695,10274253821.7402,11892990138.2878,12529413405.9004,12709390064.5659,12803937522.4584,12658293575.9313,13156891261.9972,13115549024.0827,12635760874.0983
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Algeria,DZA,49486762862.0767,52500426805.682,55121955243.2428,62212393801.9287,73519917847.0474,89834374014.9504,104551604704.121,123031109092.416,146342256219.711,151464885693.42,160972033658.428,168561252955.058,194405322616.707,210381844811.407,213657649578.214,192784984837.973
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Andorra,AND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Angola,AGO,5902876836.22449,6690072593.92685,10317790772.9098,12827056225.572,19005559473.1712,26682913051.2772,36533916171.7028,51493379174.2647,65661198085.1148,71274840069.9787,74901304174.61,81416198211.3771,102345689701.136,121556463524.029,130145167586.433,109195736183.197
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Antigua and Barbuda,ATG,767360091.50486,760663010.71369,756667665.748363,835399284.419614,919598865.680008,1011832399.54076,1142183838.67297,1267919219.76593,1302620798.75332,1179903529.07595,1116801930.27578,1103969196.12466,1155839505.53258,1154411974.86707,1180894270.22895,1202388042.32571
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Argentina,ARG,275544288841.595,260811643578.33,152402040123.926,139193101198.237,129809211586.469,165719405445.019,215445097642.415,258429317136.672,307363845739.533,315586429999.937,378241273938.491,442036327455.802,496044759759.92,543284042583.172,526784533341.896,543279945580.356
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Armenia,ARM,2031449553.04141,2172115724.45473,2436136799.14039,2892531561.73821,3546208611.83124,4583264447.36617,5964254731.69713,8093596692.24554,10461447031.7079,9633680633.89459,9988482240.25144,10160338861.3896,11192556126.6465,11911914263.4396,12047457700.9113,11738591313.9865
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Aruba,ABW,1817056217.64888,1860012954.88273,1770063846.29244,1957978819.80972,2245760579.07894,1925065881.90736,2378000040.11485,2263615050.41372,2702705728.55241,2472945136.36534,2347342698.05274,2369788761.77029,2495641304.7028,2623748381.31747,2671949127.51058,2729743402.20422
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Australia,AUS,405002107599.875,391552368424.404,393776852545.533,421474212096.337,514917421677.904,619928157756.223,707146341994.468,778255266129.715,900541304014.307,956092853789.659,1029702442113.12,1125836020402.62,1370076089671.04,1527711053404.71,1530269173329.85,1440498499677.52
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Austria,AUT,214816150044.87,203661080391.407,202318764900.167,228183447035.547,276660022974.839,319010043032.46,343188249990.473,369508190219.157,409461060049.599,410113006802.649,416108386933.49,425422859335.48,422312490253.456,430137211619.519,430664017437.793,410366692305.128
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Azerbaijan,AZE,5110512121.49012,5527955429.34878,6009389179.32771,6888921247.92336,8008534975.31597,10804488019.6719,16262386199.137,23439012587.1602,34124776894.5762,43168515127.071,48999368913.374,51060945354.9855,60209439754.5225,70148927897.9942,73755469495.7044,63779084149.6611
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,"Bahamas, The",BHS,7855582976.02714,8038548294.39113,8364123666.0618,8693932489.79285,9332502852.61877,9932036863.21533,10182278481.4921,10489890865.555,10620304884.5794,10131113333.8016,10040016267.4875,10031460311.3545,10393712368.3457,10134563899.2432,10444829100.5677,10708631069.5065
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Bahrain,BHR,7269717894.98514,8019540937.59569,8864867960.95051,10077169513.3013,12089682733.2336,14713723046.1892,17146154927.0017,20366230214.7515,23250102238.2947,22319121664.1462,23537720533.7603,23212673261.2993,28613156266.5759,31282350546.5407,32157332383.7786,30981591728.0395
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Bangladesh,BGD,55712709024.3168,57006615190.8236,57885640079.2199,62202314642.2852,69524380791.4125,76597955075.3073,80892598776.6873,86321635005.0685,95700151954.1464,106129582335.13,118314354390.218,133342227154.607,146862513153.949,158833090646.385,171249805644.483,191313718144.83
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Barbados,BRB,2926246619.35025,2895584909.67368,2913090220.30694,3099131583.24969,3383468816.82044,3658306711.19075,3950002516.17818,4326205606.47414,4525011681.53177,4424126584.08826,4384137975.62526,4257535944.35324,4461223527.59062,4451873657.44794,4452532521.17131,4495407772.36047
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Belarus,BLR,13766104774.3867,12926146560.4503,13638339748.2138,15937218963.2001,21128569021.0448,27217486241.6503,33761145393.9839,41176307213.3967,52095899214.5529,53836646193.4118,58336117978.2669,60026829864.0809,62626434843.5255,66405437957.9857,72028944175.1185,63815252284.1513
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Belgium,BEL,265412943263.016,251585511594.329,248630883865.921,281155909686.136,342924468510.739,395908859774.115,421243770570.434,454104258521.721,498712287295.859,507226125473.886,513016679102.344,513215564352.934,523505955018.922,534535196101.193,536066329528.366,513773921719.396
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Belize,BLZ,1057987452.89442,1092127293.73717,1148533736.89213,1257868464.89945,1343901518.39356,1399738157.47656,1474770889.944,1530141431.51983,1564152341.79271,1642544062.44343,1608941047.07729,1678923275.72039,1769729064.31824,1900410974.69131,1976229529.18534,2076293426.31227
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Benin,BEN,3285463000.03123,3783167899.40039,3890714812.80307,4536166167.76123,5655949819.70402,6571349612.80575,7082441115.32741,7808105575.48852,8977720945.47337,9725278096.23972,9953915585.77651,10357314404.128,10942496018.1677,12214953760.7455,13069576863.2363,12462818465.8936
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,6739210221.85727,6560076917.17586,6486349907.80011,6614504760.59032,6508284316.16286,6596440014.51085
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Bhutan,BTN,412235698.03364,453789521.206447,500639121.722557,569108128.986282,660738748.222435,775988808.254129,871290047.65964,1086690464.50179,1185703353.32806,1264740026.53347,1396068428.83791,1553945881.2067,1678863952.98683,1714625917.51591,1766281651.43774,1836529465.28419
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Bolivia,BOL,8287220403.13525,8178334352.17579,8013320111.40541,8087242066.04237,8660904999.51744,9396905458.47324,10417513015.4684,11706816453.4475,14340297868.4918,16050387750.6998,17900908676.7084,20429897519.561,23313311268.7348,27255101519.0142,30352501100.8502,32208419842.6199
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Bosnia and Herzegovina,BIH,5789998089.2999,6072689920.32723,6574028265.21227,7649974796.70506,10154899303.625,11522098523.3401,12846776639.6535,14754559687.3279,17762737554.9459,18577061476.1307,18360910261.0701,18340379376.0394,17987308179.704,18664888066.3511,18455363497.4513,18086543797.268
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Botswana,BWA,5217043710.37219,5465282114.22802,4991385566.39408,5851634267.07195,6928494798.27973,8877968956.76491,10124089724.9996,10749196108.1925,10656672018.247,9742888518.57653,10924310387.3183,13478154425.5468,14575465811.4064,15559112144.6423,15360733589.0965,13567303234.833
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Brazil,BRA,687477614140.252,593934988742.477,556554319213.712,543480898901.972,616154479434.957,743914400309.74,912923792394.406,1177507338927.57,1462688129601.74,1614029601240.71,1887913977359.15,2188955777065.63,2453809846833.36,2571101638578.34,2457007472638.13,2084246948540.23
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Brunei Darussalam,BRN,4892164114.15392,5465216226.61494,5942559159.97333,6290388117.42747,7184966242.12123,8429120069.90106,10210037090.51,11595873282.4989,12956603287.1786,12460696346.4922,12942809672.8184,13983838164.5888,16906936617.8359,18329325499.3052,17656473716.3693,16120440819.2418
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Bulgaria,BGR,13562745082.113,14192524626.8615,15421103257.205,18444531850.491,23597393629.7231,29128687344.423,32658104145.4094,36321164726.6616,45491733627.9878,49752500479.8545,51855132987.8057,53385943239.3881,54766081790.9008,55187887813.9461,55665400370.3641,53359475653.6668
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Burkina Faso,BFA,3135673598.70928,3302319447.77321,3339651440.44624,4053974304.30431,5021639688.02217,6137861202.03213,6734050964.4763,7275158296.21236,8431017723.45909,9277584604.40642,10111306837.8151,10923947113.8015,12119235599.0162,13218406478.0044,13374188289.3232,12719827563.8903
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Burundi,BDI,859340937.063835,843865403.324028,862872253.112027,827371847.013279,887399116.081681,995526629.478401,1175592857.09095,1332125464.54393,1516882369.90972,1667671719.33075,1895260749.45256,2104211718.70617,2314488331.76176,2477670971.96069,2602424271.84834,2652740332.31362
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Cabo Verde,CPV,601942766.216364,586869501.55173,576295999.409005,683318487.27073,868569947.547732,1001870370.74016,1078287602.85501,1374561832.44343,1684040287.85422,1847180159.80408,1835942795.31185,1920603501.90856,1911675906.02411,1966246967.77924,1920929339.12363,1855146774.01988
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Cambodia,KHM,3657595026.41995,3876679653.02307,4014092859.16855,4542950446.06218,5290233016.58618,6164301624.35761,6979365691.52944,8050566141.83801,9277305282.04653,9818655567.51405,10816526838.7447,11855214703.8598,13079498466.8107,14367117133.5304,15519758890.6644,16563942899.0575
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Cameroon,CMR,10876798938.0645,10682116849.5542,11003908196.4475,13330180003.9365,17076946411.9145,19488520318.8892,21056705023.4328,22495275135.321,25308097096.3226,27820821904.0682,28541547541.5721,29656912764.6919,30561432822.0931,32720297376.2691,34946368054.5794,34926201165.1057
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Canada,CAN,698133924136.395,716805192146.405,739541924478.458,806281285856.994,943151664706.253,1106266944132.29,1234533165610.24,1366534974248.46,1494009374073.3,1453752810622.77,1512739105532.75,1620445289967.68,1773200436575.31,1852497278893.68,1849732831786.84,1698929088158.44
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,3979165972.4595,4111797667.7964,2922694053.87785,2638728962.92124,2611956931.13963,2738890217.64629
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Central African Republic,CAF,938658349.298658,955815349.604056,964457747.282126,1006614095.47951,1207337001.94912,1356623568.88566,1455419205.06558,1601736848.43742,1792646213.16564,2086185552.90497,2224629021.11227,2344404753.5537,2512729545.17341,1670496470.57089,1742839368.18955,1802704235.16706
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Chad,TCD,1507015822.92836,1620722414.61548,1759223606.10115,2004245856.75734,3263364781.69767,4746028172.40769,5553854075.60052,6844584499.12505,7816610204.29438,9615959800.27578,10868264993.012,10947483863.885,12240627679.0013,12850832205.2347,13352645365.7005,12409756506.4337
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Chile,CHL,77935156152.4052,74868558437.9428,71720503428.2919,73254188607.1243,84244546840.1893,101383665651.616,121376996748.003,145041540530.391,167564939319.662,167942684931.146,184061131310.845,205608828282.194,248216407892.464,266743084984.713,262314656311.874,253966912751.767
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,China,CHN,1181520149092.4,1287487826389.06,1423137135562.69,1648317803368.96,1959622282534.32,2295104080727.68,2706553221894.73,3310314270133.23,4104175278852.48,4901280044611.42,5801876347606.84,6783885487453.83,8006075508329.97,9193837748529.86,10246589889675.2,10883162638556.5
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Colombia,COL,92669093765.6032,93638890836.7531,97018118698.1514,98456176452.0325,110136418522.642,127738319313.68,151320648777.274,180465519040.869,208787590142.1,230154746501.397,254730909121.432,288424438405.843,335735076432.198,369804050927.715,385376067200.193,348545494581.32
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Comoros,COM,393975209.446163,387103274.469065,386786786.484716,458368034.604914,565947876.413103,665579377.452098,709088890.748207,747980644.111172,848170258.629511,925091268.286105,952025731.640338,993507570.734359,1026244795.2158,1104635690.65513,1131080189.44533,1077014643.46936
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,"Congo, Dem. Rep.",COD,6352189721.22416,6736847686.51552,9656903117.3151,8651034121.09303,10160866713.7585,11227938558.129,12935882642.3002,14967629182.4685,17289554789.1212,18779552726.4899,20430702006.0964,22402540276.8332,25959164642.703,29063367487.3065,32572882630.8524,34874329936.5689
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,"Congo, Rep.",COG,1768073607.3324,2029573754.45886,2231131458.19854,2369567661.56853,2697315750.04467,4053527151.18656,5976308672.22419,6587426915.29749,8615060642.86708,10311878912.237,11771121116.3211,11915392290.5978,15782493417.4596,17313490446.6295,18916407489.7325,15029730977.495
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Costa Rica,CRI,14147095324.8234,14822789770.9178,15451316608.4829,16769538003.7905,18499694875.6092,19905021171.3793,21991356698.7598,25010478073.5115,28603533324.219,29557534191.9287,33244464039.3311,37512155049.2696,43519328868.8458,47131670316.6229,49647414906.6021,51917061712.8033
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Cote d'Ivoire,CIV,10715842938.1911,10046144122.5482,9906939124.19698,11085269948.5567,13896865770.6246,17008726791.4093,17550779932.2491,18516796833.738,21452404119.0496,23771712509.5532,25191501208.1202,23341807783.2602,26806058972.5005,29766420354.3027,45707802565.3744,47540059468.0732
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Croatia,HRV,23701313140.2676,23059819452.4646,24328020666.5585,28836552783.8583,36908175006.3538,43989284964.691,48385503252.617,53808759298.092,60188361704.8896,59733119242.9933,59377926877.6966,59534547257.3095,57266749609.2886,58525386552.6681,57646279712.5865,56491061859.2042
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Cuba,CUB,29128448508.4027,30765261123.899,31589119970.6252,34760454081.8876,39238796239.0479,44603695962.9361,49685068476.9158,53445412543.1987,56799690054.575,57381800563.9993,58353165045.156,63216019000.4495,68805659757.9702,74969137046.5202,77327219278.9212,81915785582.0585
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..,..,3059251578.10278,3080926760.81759,3084542922.80736
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Cyprus,CYP,9843307590.00332,9941641678.30692,10293746014.2034,12003062483.6093,14750716601.8259,17715663972.761,19226577787.9991,20976215335.9532,25152123568.5754,26483709150.1096,26650649480.553,27774727524.4436,25713118392.9067,24041066924.8828,22687650862.2762,22121466184.7221
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Czechia,CZE,64985326114.4411,64837830684.1823,67782248702.5742,82646418909.0898,104583397079.299,127385708860.013,143356303828.911,163232646968.82,192199628911.443,196751111506.27,203242490539.907,204241686348.433,204328550003.745,204097513119.361,198969105296.138,193691702088.479
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Denmark,DNK,173981191681.735,168326210983.561,165857715727.986,187336121222.169,230448552638.455,268879214157.893,291090213830.675,304395010787.938,331766244088.232,331855325305.042,339645128630.572,345317087696.351,344719018070.695,354890532645.6,359299230657.393,343918872261.838
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2325113306.43411
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Dominica,DMA,294217097.458808,311236586.13395,298061993.859964,327965320.209907,348579485.490973,356700475.815019,388113954.495181,407477273.084785,449090378.72592,462243714.018595,476765603.261269,490846538.299607,486319847.604727,475772293.670679,500152571.871662,492344045.376081
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Dominican Republic,DOM,22728940522.1446,23561439955.3878,25201779228.9877,23372436710.2587,22955539061.0618,27632794696.2153,33554100043.1649,41378487525.0806,45028627463.9466,47156386802.2319,51643634802.7657,54324156466.1117,57491440747.3506,60589450129.3045,64374276433.674,67656552551.8496
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Ecuador,ECU,19661166279.1246,20003756340.6678,22713168266.6523,28267931279.6455,34628612048.9991,39774151908.0552,43595368123.9564,47195930838.8082,56025570794.0796,60034252413.186,65981469619.0704,74351850135.6332,83330518509.9947,91231515546.352,97416928184.8865,96775306613.6068
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,"Egypt, Arab Rep.",EGY,97432762039.7559,100570319786.951,94941797647.2868,90657199756.0752,88795737076.7218,91810183217.2458,101586643877.491,119972956027.416,146881389360.573,172128963792.124,196291853712.146,216784268952.591,245180041721.608,267961113985.048,292268185049.907,309136456234.833
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,El Salvador,SLV,11209909097.7437,11575739685.9125,11942491886.4364,12738311030.2701,13675886880.0795,14618995948.5659,15610106937.241,16380053601.4401,17571746291.1202,17341573178.9934,17817278637.0625,18999060553.5361,20044491213.2008,20965066486.4232,21429362457.1594,21763071762.6298
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Equatorial Guinea,GNQ,466800829.621547,571054434.865489,834424406.204224,817747261.288178,1235368024.27638,2915838580.54396,6359387171.71754,9529642753.35362,12267251926.8733,11300350922.5032,9412211112.21361,11384729766.0744,14300511961.6858,15099256045.7651,14849041963.042,12677723818.4036
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Eritrea,ERI,696070922.78325,742638734.807368,749384413.21389,778773284.772613,922193282.2669,1100996663.61653,1183884141.90311,1244705718.16498,1252035687.16367,1501264214.30075,1632264941.85333,1940938992.49595,..,..,..,..
"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,Estonia,EST,5820015771.00835,5983865779.00945,6368426359.99732,7859558695.78931,10218911832.9058,13177819041.4769,15485446035.5553,18001208025.4176,20312416455.5072,19437433582.2854,19414782061.1053,21027127912.5209,22169270181.7958,23904432972.9359,24820276438.7566,24427565022.5098
